Date,Min temp,Max temp,Avg temp,"Rain, mm",City
1900-09-01,8.4,14.5,19.8,0.0,Астрахань
1900-09-02,11.7,14.7,18.0,0.3,Астрахань
1900-09-03,10.6,15.7,21.8,0.0,Астрахань
1900-09-04,13.5,17.8,21.5,0.0,Астрахань
1900-09-05,11.8,18.0,26.0,0.2,Астрахань
1900-09-06,12.8,15.5,20.0,0.0,Астрахань
1900-09-07,11.2,16.1,19.0,0.0,Астрахань
1900-09-08,13.7,20.2,26.5,0.0,Астрахань
1900-09-09,11.2,17.1,23.0,0.0,Астрахань
1900-09-10,10.4,14.3,20.0,0.0,Астрахань
1900-09-11,8.4,15.6,21.8,0.0,Астрахань
1900-09-12,13.2,21.1,29.0,0.0,Астрахань
1900-09-13,11.2,15.1,18.5,1.2,Астрахань
1900-09-14,10.2,13.6,18.0,1.3,Астрахань
1900-09-15,11.7,15.7,19.5,8.0,Астрахань
1900-09-16,10.7,14.3,18.0,0.0,Астрахань
1900-09-17,9.2,12.9,17.0,0.0,Астрахань
1900-09-18,7.6,8.7,12.5,0.6,Астрахань
1900-09-19,3.7,8.1,12.8,0.0,Астрахань
1900-09-20,5.2,10.4,15.0,0.0,Астрахань
1900-09-21,5.8,10.7,15.4,0.0,Астрахань
1900-09-22,5.7,11.8,18.5,0.0,Астрахань
1900-09-23,6.7,12.7,20.0,0.2,Астрахань
1900-09-24,6.7,13.5,20.6,0.0,Астрахань
1900-09-25,11.0,17.3,20.0,0.0,Астрахань
1900-09-26,10.4,15.9,22.8,0.0,Астрахань
1900-09-27,10.2,16.3,23.8,0.0,Астрахань
1900-09-28,11.7,17.1,24.2,0.0,Астрахань
1900-09-29,10.7,16.7,24.0,0.0,Астрахань
1900-09-30,9.2,16.0,24.8,0.0,Астрахань
1900-10-01,8.2,16.6,26.0,0.1,Астрахань
1900-10-02,8.7,16.2,25.8,0.1,Астрахань
1900-10-03,9.2,16.8,25.8,0.0,Астрахань
1900-10-04,9.0,16.7,24.8,0.0,Астрахань
1900-10-05,11.5,17.8,25.2,0.0,Астрахань
1900-10-06,12.5,17.5,24.5,0.0,Астрахань
1900-10-07,11.9,17.9,25.6,0.1,Астрахань
1900-10-08,10.8,17.1,24.0,0.0,Астрахань
1900-10-09,9.8,11.6,16.8,0.0,Астрахань
1900-10-10,6.0,12.1,15.8,0.2,Астрахань
1900-10-11,11.9,17.3,22.8,0.0,Астрахань
1900-10-12,11.2,16.2,23.8,0.0,Астрахань
1900-10-13,9.6,14.3,22.2,0.0,Астрахань
1900-10-14,7.4,14.3,22.5,0.0,Астрахань
1900-10-15,8.2,14.8,24.2,0.0,Астрахань
1900-10-16,9.5,16.0,22.6,0.0,Астрахань
1900-10-17,12.2,15.0,18.5,0.0,Астрахань
1900-10-18,7.2,12.8,21.0,1.2,Астрахань
1900-10-19,4.9,10.3,16.0,0.0,Астрахань
1900-10-20,6.2,10.9,17.0,0.0,Астрахань
1900-10-21,8.2,12.7,18.8,0.4,Астрахань
1900-10-22,9.1,12.0,15.0,1.3,Астрахань
1900-10-23,5.2,6.7,9.6,0.0,Астрахань
1900-10-24,3.7,9.0,14.2,0.0,Астрахань
1900-10-25,7.9,10.6,12.0,1.7,Астрахань
1900-10-26,8.7,9.3,11.0,13.0,Астрахань
1900-10-27,7.8,9.2,11.8,0.0,Астрахань
1900-10-28,5.8,7.5,9.0,0.0,Астрахань
1900-10-29,3.9,8.7,13.8,0.0,Астрахань
1900-10-30,5.2,7.3,9.0,1.4,Астрахань
1900-10-31,1.9,3.8,6.5,0.0,Астрахань
1900-11-01,1.6,6.7,9.4,8.0,Астрахань
1900-11-02,5.3,7.6,10.2,4.5,Астрахань
1900-11-03,2.6,4.2,5.4,3.1,Астрахань
1900-11-04,-1.7,0.0,5.2,0.0,Астрахань
1900-11-05,-3.4,-0.5,2.0,1.5,Астрахань
1900-11-06,-1.7,0.2,2.0,0.0,Астрахань
1900-11-07,-2.9,0.0,2.0,0.0,Астрахань
1900-11-08,-0.7,0.1,1.8,0.2,Астрахань
1900-11-09,-2.9,-1.8,-0.4,0.0,Астрахань
1900-11-10,-2.7,-1.6,-0.2,0.0,Астрахань
1900-11-11,-2.7,-0.5,1.4,0.6,Астрахань
1900-11-12,-2.4,0.2,4.0,0.0,Астрахань
1900-11-13,-3.4,-1.3,1.6,0.0,Астрахань
1900-11-14,-2.4,-0.9,-0.5,0.0,Астрахань
1900-11-15,-2.7,-1.3,0.0,0.6,Астрахань
1900-11-16,-2.7,-1.3,-0.5,0.0,Астрахань
1900-11-17,-1.1,0.5,1.0,0.2,Астрахань
1900-11-18,-2.4,-0.6,1.0,0.1,Астрахань
1900-11-19,-3.9,-3.2,-2.7,0.0,Астрахань
1900-11-20,-3.4,-1.3,1.3,0.0,Астрахань
1900-11-21,-8.9,-4.3,0.6,1.5,Астрахань
1900-11-22,-9.7,-5.1,-1.0,0.0,Астрахань
1900-11-23,-5.4,-1.1,4.5,0.0,Астрахань
1900-11-24,-7.4,-4.4,-1.4,0.0,Астрахань
1900-11-25,-8.7,-2.2,0.0,0.3,Астрахань
1900-11-26,-1.5,1.6,4.0,0.1,Астрахань
1900-11-27,-2.4,-0.7,0.0,0.3,Астрахань
1900-11-28,-1.1,0.5,1.5,0.1,Астрахань
1900-11-29,-1.3,0.9,2.5,0.0,Астрахань
1900-11-30,0.6,1.5,2.5,0.0,Астрахань
1900-12-01,-1.4,0.7,1.8,0.0,Астрахань
1900-12-02,-1.4,3.5,6.0,0.0,Астрахань
1900-12-03,3.9,6.1,7.8,0.0,Астрахань
1900-12-04,-0.4,3.2,7.5,0.8,Астрахань
1900-12-05,-9.1,-5.7,0.0,0.0,Астрахань
1900-12-06,-11.4,-7.7,-4.2,0.0,Астрахань
1900-12-07,-9.3,-2.5,-1.5,0.8,Астрахань
1900-12-08,-1.7,0.3,1.5,0.4,Астрахань
1900-12-09,-2.7,-1.8,-0.5,0.0,Астрахань
1900-12-10,-4.4,-3.8,-2.3,0.0,Астрахань
1900-12-11,-4.6,-0.9,2.8,0.6,Астрахань
1900-12-12,-1.4,0.5,2.0,0.0,Астрахань
1900-12-13,-1.9,-1.3,-0.6,0.3,Астрахань
1900-12-14,-4.3,-2.0,0.2,0.6,Астрахань
1900-12-15,-5.7,-2.5,0.8,0.2,Астрахань
1900-12-16,-1.9,-0.2,1.2,0.4,Астрахань
1900-12-17,-1.7,2.6,4.8,0.0,Астрахань
1900-12-18,-0.4,1.3,2.5,0.0,Астрахань
1900-12-19,-2.9,0.7,4.6,0.0,Астрахань
1900-12-20,-1.9,-0.3,0.8,0.1,Астрахань
1900-12-21,-1.4,1.1,2.5,0.0,Астрахань
1900-12-22,-1.6,-0.1,1.8,3.0,Астрахань
1900-12-23,-3.4,-1.5,-0.7,0.0,Астрахань
1900-12-24,-1.1,2.3,4.6,1.6,Астрахань
1900-12-25,-0.4,1.8,3.6,0.0,Астрахань
1900-12-26,-2.4,0.0,2.8,4.1,Астрахань
1900-12-27,-11.2,-5.4,0.8,0.0,Астрахань
1900-12-28,-11.3,-0.2,1.8,2.5,Астрахань
1900-12-29,-11.4,-5.2,1.5,1.3,Астрахань
1900-12-30,-13.9,-7.8,-3.3,0.0,Астрахань
1900-12-31,-3.6,-0.8,0.0,0.0,Астрахань
1901-09-01,12.9,18.2,25.0,0.0,Астрахань
1901-09-02,13.8,20.2,26.5,0.0,Астрахань
1901-09-03,15.0,21.6,29.8,0.0,Астрахань
1901-09-04,17.8,18.2,27.0,0.0,Астрахань
1901-09-05,14.6,17.5,22.6,0.0,Астрахань
1901-09-06,8.3,14.9,20.8,0.0,Астрахань
1901-09-07,12.3,17.9,22.0,0.0,Астрахань
1901-09-08,15.8,22.5,29.0,0.0,Астрахань
1901-09-09,16.3,21.0,26.8,0.0,Астрахань
1901-09-10,19.5,21.9,26.2,5.5,Астрахань
1901-09-11,11.9,13.4,20.0,3.2,Астрахань
1901-09-12,11.5,15.6,20.0,5.7,Астрахань
1901-09-13,13.3,15.1,17.8,0.2,Астрахань
1901-09-14,10.5,13.3,17.0,0.0,Астрахань
1901-09-15,8.0,13.2,18.0,0.0,Астрахань
1901-09-16,8.9,11.7,16.5,0.0,Астрахань
1901-09-17,8.1,12.0,16.6,0.0,Астрахань
1901-09-18,6.8,13.0,19.0,0.0,Астрахань
1901-09-19,8.8,14.0,19.4,0.0,Астрахань
1901-09-20,10.3,14.9,20.8,0.0,Астрахань
1901-09-21,10.5,14.3,19.6,0.0,Астрахань
1901-09-22,10.3,15.8,22.2,0.0,Астрахань
1901-09-23,8.3,15.6,23.6,0.0,Астрахань
1901-09-24,13.8,17.8,24.0,0.0,Астрахань
1901-09-25,9.0,14.4,20.5,0.0,Астрахань
1901-09-26,4.6,7.1,12.8,0.0,Астрахань
1901-09-27,0.5,8.6,16.8,0.0,Астрахань
1901-09-28,5.8,13.3,20.2,0.0,Астрахань
1901-09-29,11.3,13.5,18.8,1.5,Астрахань
1901-09-30,3.5,5.3,11.4,3.2,Астрахань
1901-10-01,1.9,5.8,10.0,0.0,Астрахань
1901-10-02,2.2,9.3,17.8,0.0,Астрахань
1901-10-03,3.9,10.9,18.8,0.0,Астрахань
1901-10-04,5.4,11.3,18.0,0.1,Астрахань
1901-10-05,6.0,10.8,17.5,0.0,Астрахань
1901-10-06,1.8,8.9,16.0,0.0,Астрахань
1901-10-07,4.0,10.0,17.5,0.0,Астрахань
1901-10-08,5.5,7.9,17.0,0.0,Астрахань
1901-10-09,4.2,7.5,11.8,0.0,Астрахань
1901-10-10,3.2,7.9,13.0,0.0,Астрахань
1901-10-11,6.2,9.5,15.0,0.0,Астрахань
1901-10-12,4.7,10.4,18.0,0.0,Астрахань
1901-10-13,5.2,11.1,19.0,0.0,Астрахань
1901-10-14,5.2,11.1,23.0,0.0,Астрахань
1901-10-15,4.5,11.2,17.2,0.0,Астрахань
1901-10-16,1.7,6.3,13.0,0.0,Астрахань
1901-10-17,0.7,5.3,12.0,0.0,Астрахань
1901-10-18,-3.1,1.6,7.0,0.0,Астрахань
1901-10-19,-2.4,3.7,10.8,0.0,Астрахань
1901-10-20,-2.0,3.8,11.8,0.0,Астрахань
1901-10-21,-2.3,3.7,10.5,0.0,Астрахань
1901-10-22,-0.8,4.9,11.3,0.0,Астрахань
1901-10-23,-0.6,4.9,10.2,0.0,Астрахань
1901-10-24,0.7,3.4,8.0,0.0,Астрахань
1901-10-25,-1.1,3.4,8.0,0.0,Астрахань
1901-10-26,-2.5,2.9,9.0,0.0,Астрахань
1901-10-27,-4.3,0.7,7.0,0.0,Астрахань
1901-10-28,-5.2,1.5,8.8,0.0,Астрахань
1901-10-29,-2.5,6.2,14.4,0.0,Астрахань
1901-10-30,4.7,8.2,13.4,0.0,Астрахань
1901-10-31,4.7,9.2,12.4,0.4,Астрахань
1901-11-01,3.4,7.8,12.5,0.0,Астрахань
1901-11-02,1.8,4.6,7.0,0.8,Астрахань
1901-11-03,-0.8,1.6,3.8,0.0,Астрахань
1901-11-04,1.2,2.8,4.0,0.6,Астрахань
1901-11-05,1.2,2.5,3.8,1.7,Астрахань
1901-11-06,-6.3,-3.9,2.0,0.0,Астрахань
1901-11-07,-6.3,-2.2,2.2,0.0,Астрахань
1901-11-08,-2.8,2.6,7.5,0.0,Астрахань
1901-11-09,-0.6,3.4,7.0,0.0,Астрахань
1901-11-10,1.8,5.0,11.0,0.6,Астрахань
1901-11-11,-1.3,0.6,4.0,0.0,Астрахань
1901-11-12,-5.5,2.1,7.0,0.0,Астрахань
1901-11-13,2.2,6.6,10.4,0.0,Астрахань
1901-11-14,-0.3,5.1,12.0,0.0,Астрахань
1901-11-15,3.4,7.0,9.0,0.0,Астрахань
1901-11-16,7.2,8.9,11.0,0.0,Астрахань
1901-11-17,6.7,9.1,13.0,1.0,Астрахань
1901-11-18,0.2,4.0,9.0,0.0,Астрахань
1901-11-19,-2.2,1.0,4.6,0.0,Астрахань
1901-11-20,-0.3,1.9,6.2,0.0,Астрахань
1901-11-21,0.0,6.5,10.2,1.7,Астрахань
1901-11-22,-0.6,3.6,6.5,0.0,Астрахань
1901-11-23,4.9,8.7,12.0,0.7,Астрахань
1901-11-24,6.2,8.9,11.8,0.6,Астрахань
1901-11-25,-2.8,0.0,7.4,1.9,Астрахань
1901-11-26,-9.8,-7.6,-2.0,0.0,Астрахань
1901-11-27,-9.6,-4.2,-0.5,0.0,Астрахань
1901-11-28,-5.6,-1.1,0.9,0.0,Астрахань
1901-11-29,0.8,5.1,7.5,0.8,Астрахань
1901-11-30,0.0,2.3,4.0,0.4,Астрахань
1901-12-01,0.7,1.6,3.0,0.0,Астрахань
1901-12-02,-2.3,-0.2,1.0,0.6,Астрахань
1901-12-03,-2.5,-1.2,1.5,0.0,Астрахань
1901-12-04,-4.3,-1.4,0.0,1.0,Астрахань
1901-12-05,-3.8,-0.6,1.6,0.5,Астрахань
1901-12-06,0.9,3.6,5.0,2.3,Астрахань
1901-12-07,-5.3,-2.9,2.5,0.0,Астрахань
1901-12-08,-5.2,-3.5,-2.0,0.0,Астрахань
1901-12-09,-4.0,-0.9,0.5,2.8,Астрахань
1901-12-10,-1.0,1.4,2.9,0.3,Астрахань
1901-12-11,2.2,3.3,4.0,0.2,Астрахань
1901-12-12,0.2,1.3,4.0,0.2,Астрахань
1901-12-13,0.2,2.5,3.5,0.0,Астрахань
1901-12-14,-3.2,-1.5,0.8,0.0,Астрахань
1901-12-15,-5.3,0.2,3.2,0.0,Астрахань
1901-12-16,0.7,4.3,8.8,0.0,Астрахань
1901-12-17,1.4,3.1,5.0,0.0,Астрахань
1901-12-18,-2.4,-0.1,2.5,0.2,Астрахань
1901-12-19,0.9,4.7,6.9,0.4,Астрахань
1901-12-20,-2.2,-1.3,2.0,0.2,Астрахань
1901-12-21,-1.6,1.0,2.4,3.2,Астрахань
1901-12-22,2.2,5.3,5.7,2.2,Астрахань
1901-12-23,5.7,6.8,7.0,4.8,Астрахань
1901-12-24,2.0,6.5,9.2,0.6,Астрахань
1901-12-25,-4.6,-3.0,2.4,2.2,Астрахань
1901-12-26,-3.8,1.0,6.0,1.4,Астрахань
1901-12-27,-6.3,-4.4,-1.5,0.0,Астрахань
1901-12-28,-6.3,-0.3,2.6,0.0,Астрахань
1901-12-29,0.1,1.6,3.4,0.3,Астрахань
1901-12-30,0.4,2.1,4.2,0.4,Астрахань
1901-12-31,-4.0,-2.5,1.8,0.0,Астрахань
1902-09-01,16.9,18.5,21.0,0.0,Астрахань
1902-09-02,11.2,15.9,20.0,0.0,Астрахань
1902-09-03,11.2,18.6,24.5,0.0,Астрахань
1902-09-04,12.2,17.7,22.2,1.1,Астрахань
1902-09-05,9.2,14.5,19.0,0.0,Астрахань
1902-09-06,8.7,14.9,20.0,0.0,Астрахань
1902-09-07,11.7,17.8,23.5,0.0,Астрахань
1902-09-08,13.4,19.9,26.5,0.0,Астрахань
1902-09-09,12.8,18.4,23.2,0.0,Астрахань
1902-09-10,13.7,17.5,22.2,0.0,Астрахань
1902-09-11,13.7,20.7,26.0,2.4,Астрахань
1902-09-12,13.9,18.6,22.8,0.0,Астрахань
1902-09-13,11.4,16.7,22.2,0.0,Астрахань
1902-09-14,10.7,17.1,22.0,0.0,Астрахань
1902-09-15,13.4,20.0,26.0,0.0,Астрахань
1902-09-16,16.9,22.7,28.6,0.0,Астрахань
1902-09-17,13.7,19.0,25.4,0.0,Астрахань
1902-09-18,13.4,20.2,28.0,0.0,Астрахань
1902-09-19,16.2,19.3,24.2,0.0,Астрахань
1902-09-20,14.2,20.3,26.5,7.2,Астрахань
1902-09-21,12.4,15.9,20.5,0.0,Астрахань
1902-09-22,6.4,11.1,15.0,0.0,Астрахань
1902-09-23,8.4,9.1,9.6,0.2,Астрахань
1902-09-24,8.4,10.1,14.0,0.0,Астрахань
1902-09-25,6.0,10.0,14.5,0.0,Астрахань
1902-09-26,5.2,7.1,10.5,0.0,Астрахань
1902-09-27,0.5,6.1,11.0,0.0,Астрахань
1902-09-28,1.3,5.8,10.0,0.0,Астрахань
1902-09-29,1.9,7.9,15.0,0.0,Астрахань
1902-09-30,5.0,10.5,16.6,0.0,Астрахань
1902-10-01,6.5,13.6,19.8,2.0,Астрахань
1902-10-02,4.3,11.4,18.8,0.0,Астрахань
1902-10-03,-0.1,5.0,7.8,0.0,Астрахань
1902-10-04,6.0,12.8,16.0,3.3,Астрахань
1902-10-05,5.8,10.4,14.8,0.0,Астрахань
1902-10-06,0.8,2.7,6.0,0.0,Астрахань
1902-10-07,-2.2,2.9,8.0,0.0,Астрахань
1902-10-08,2.3,8.8,12.8,0.0,Астрахань
1902-10-09,7.9,12.1,14.6,11.5,Астрахань
1902-10-10,3.9,6.8,13.2,0.0,Астрахань
1902-10-11,0.3,2.9,6.5,0.0,Астрахань
1902-10-12,-2.1,4.4,10.5,0.0,Астрахань
1902-10-13,3.8,10.0,14.0,0.8,Астрахань
1902-10-14,5.7,10.1,14.7,0.0,Астрахань
1902-10-15,-0.1,2.1,6.0,0.0,Астрахань
1902-10-16,-2.5,5.9,10.4,0.0,Астрахань
1902-10-17,5.9,9.8,14.8,0.0,Астрахань
1902-10-18,3.3,9.1,17.0,0.0,Астрахань
1902-10-19,5.7,11.0,17.4,0.0,Астрахань
1902-10-20,6.7,12.3,17.3,0.0,Астрахань
1902-10-21,11.0,14.1,18.5,0.0,Астрахань
1902-10-22,5.4,8.1,13.0,0.0,Астрахань
1902-10-23,2.3,5.9,11.5,0.0,Астрахань
1902-10-24,2.3,8.1,12.4,0.0,Астрахань
1902-10-25,2.8,5.5,9.0,0.0,Астрахань
1902-10-26,1.6,5.6,9.8,0.0,Астрахань
1902-10-27,0.8,3.8,8.0,0.0,Астрахань
1902-10-28,-1.5,3.9,9.5,0.0,Астрахань
1902-10-29,-1.7,3.9,10.2,0.0,Астрахань
1902-10-30,-0.7,5.4,12.6,0.0,Астрахань
1902-10-31,0.7,6.3,13.4,0.0,Астрахань
1902-11-01,3.7,8.8,14.2,0.0,Астрахань
1902-11-02,6.4,10.0,15.0,0.4,Астрахань
1902-11-03,6.6,9.7,13.0,0.6,Астрахань
1902-11-04,0.2,3.2,8.0,0.0,Астрахань
1902-11-05,-1.8,5.7,10.0,0.0,Астрахань
1902-11-06,0.9,3.2,7.6,0.0,Астрахань
1902-11-07,-5.3,-3.5,1.8,0.0,Астрахань
1902-11-08,-9.1,-5.6,-2.9,0.0,Астрахань
1902-11-09,-6.8,-2.2,1.5,0.0,Астрахань
1902-11-10,-5.3,-1.1,2.8,0.0,Астрахань
1902-11-11,-6.8,-1.2,4.0,0.0,Астрахань
1902-11-12,-3.6,0.0,6.0,0.0,Астрахань
1902-11-13,-3.3,0.9,3.5,0.0,Астрахань
1902-11-14,-0.5,2.2,6.8,0.0,Астрахань
1902-11-15,-0.8,1.9,4.0,0.0,Астрахань
1902-11-16,-1.3,0.0,2.0,0.0,Астрахань
1902-11-17,-5.5,-3.6,-1.0,0.4,Астрахань
1902-11-18,-12.3,-9.1,-5.2,0.0,Астрахань
1902-11-19,-17.8,-12.2,-9.8,0.0,Астрахань
1902-11-20,-9.8,-7.8,-6.0,6.0,Астрахань
1902-11-21,-11.0,-4.9,-1.6,0.0,Астрахань
1902-11-22,-11.3,1.0,5.0,1.1,Астрахань
1902-11-23,-14.1,-8.5,0.5,0.0,Астрахань
1902-11-24,-15.3,-10.1,-7.2,0.0,Астрахань
1902-11-25,-12.6,-4.0,1.4,0.0,Астрахань
1902-11-26,-3.3,-2.2,-0.1,1.5,Астрахань
1902-11-27,-6.8,-4.8,-2.0,0.0,Астрахань
1902-11-28,-6.3,-1.5,0.2,0.0,Астрахань
1902-11-29,-12.3,-5.8,-1.0,0.0,Астрахань
1902-11-30,-15.0,-6.8,-2.5,0.0,Астрахань
1902-12-01,-2.8,1.6,5.5,0.0,Астрахань
1902-12-02,-0.3,2.4,4.4,0.0,Астрахань
1902-12-03,1.2,2.9,3.4,0.4,Астрахань
1902-12-04,1.4,3.4,5.5,0.3,Астрахань
1902-12-05,-0.3,2.6,4.2,0.2,Астрахань
1902-12-06,-1.6,-0.3,1.8,0.0,Астрахань
1902-12-07,-4.3,-3.2,-1.2,0.0,Астрахань
1902-12-08,-9.5,-6.2,-3.8,0.0,Астрахань
1902-12-09,-5.5,-2.3,-0.5,1.1,Астрахань
1902-12-10,-2.3,-0.5,0.8,0.0,Астрахань
1902-12-11,-12.5,-8.8,-1.0,0.0,Астрахань
1902-12-12,-10.0,-5.9,-5.0,0.0,Астрахань
1902-12-13,-5.8,-2.4,-1.0,0.0,Астрахань
1902-12-14,-9.8,-4.4,-1.0,0.9,Астрахань
1902-12-15,-17.2,-15.4,-10.0,0.3,Астрахань
1902-12-16,-17.5,-12.9,-11.2,0.0,Астрахань
1902-12-17,-20.5,-17.7,-12.5,0.0,Астрахань
1902-12-18,-20.8,-13.7,-10.2,0.0,Астрахань
1902-12-19,-9.9,-2.9,-0.5,0.0,Астрахань
1902-12-20,-1.8,0.1,1.8,0.0,Астрахань
1902-12-21,-2.3,-0.6,1.0,0.0,Астрахань
1902-12-22,-5.5,-3.8,-1.0,0.0,Астрахань
1902-12-23,-8.0,-4.1,-0.5,0.0,Астрахань
1902-12-24,-16.6,-14.4,-12.0,0.0,Астрахань
1902-12-25,-16.8,-11.2,-7.6,0.0,Астрахань
1902-12-26,-9.8,-2.5,1.0,0.0,Астрахань
1902-12-27,-2.8,-0.9,0.5,2.1,Астрахань
1902-12-28,-6.8,-3.5,-1.0,0.0,Астрахань
1902-12-29,-7.8,-4.4,-2.5,1.5,Астрахань
1902-12-30,-2.6,2.3,3.5,0.3,Астрахань
1902-12-31,0.4,3.4,7.8,0.0,Астрахань
1903-09-01,13.8,15.7,22.2,9.1,Астрахань
1903-09-02,13.4,15.8,19.5,0.0,Астрахань
1903-09-03,12.6,15.1,17.2,6.5,Астрахань
1903-09-04,11.9,13.3,17.5,4.2,Астрахань
1903-09-05,8.9,14.2,18.8,0.0,Астрахань
1903-09-06,15.4,18.5,23.0,0.0,Астрахань
1903-09-07,11.9,14.7,17.5,0.0,Астрахань
1903-09-08,8.9,13.6,18.0,0.0,Астрахань
1903-09-09,9.9,16.5,23.0,0.0,Астрахань
1903-09-10,10.9,16.7,22.0,0.0,Астрахань
1903-09-11,14.9,18.7,23.0,0.0,Астрахань
1903-09-12,15.4,20.4,26.5,0.0,Астрахань
1903-09-13,16.4,22.2,28.0,0.0,Астрахань
1903-09-14,16.4,22.0,28.5,0.0,Астрахань
1903-09-15,15.2,22.0,28.7,0.0,Астрахань
1903-09-16,15.4,22.3,29.5,0.0,Астрахань
1903-09-17,12.7,16.9,20.8,0.0,Астрахань
1903-09-18,5.4,9.9,14.0,0.0,Астрахань
1903-09-19,7.4,13.2,18.0,0.0,Астрахань
1903-09-20,10.9,12.8,16.7,14.5,Астрахань
1903-09-21,10.4,12.4,15.0,0.0,Астрахань
1903-09-22,7.9,12.2,16.0,0.0,Астрахань
1903-09-23,11.0,12.8,15.8,0.0,Астрахань
1903-09-24,10.0,14.3,19.0,0.0,Астрахань
1903-09-25,9.4,11.8,15.0,0.0,Астрахань
1903-09-26,3.5,9.1,14.2,0.0,Астрахань
1903-09-27,6.2,11.8,17.5,0.0,Астрахань
1903-09-28,9.7,15.0,20.5,0.0,Астрахань
1903-09-29,8.9,14.4,20.5,0.0,Астрахань
1903-09-30,10.0,14.9,21.0,0.0,Астрахань
1903-10-01,9.9,16.0,22.0,0.0,Астрахань
1903-10-02,9.4,13.9,18.8,0.0,Астрахань
1903-10-03,11.2,15.1,21.0,0.0,Астрахань
1903-10-04,12.0,15.7,20.0,1.3,Астрахань
1903-10-05,11.4,15.6,20.8,0.0,Астрахань
1903-10-06,12.4,16.1,20.8,0.0,Астрахань
1903-10-07,11.0,14.0,17.5,0.2,Астрахань
1903-10-08,10.7,13.4,17.0,3.0,Астрахань
1903-10-09,4.7,6.6,12.0,0.0,Астрахань
1903-10-10,5.1,9.7,13.0,0.0,Астрахань
1903-10-11,12.9,16.9,20.0,0.0,Астрахань
1903-10-12,13.9,15.2,20.0,0.0,Астрахань
1903-10-13,8.1,11.3,16.0,0.0,Астрахань
1903-10-14,2.0,6.5,10.5,3.0,Астрахань
1903-10-15,8.0,8.3,10.8,0.0,Астрахань
1903-10-16,2.1,5.1,8.5,0.0,Астрахань
1903-10-17,-0.7,4.3,8.8,0.0,Астрахань
1903-10-18,5.0,11.9,17.0,0.0,Астрахань
1903-10-19,6.2,11.9,19.2,0.0,Астрахань
1903-10-20,5.6,11.1,19.0,0.0,Астрахань
1903-10-21,6.9,10.3,15.0,0.0,Астрахань
1903-10-22,7.9,10.3,12.5,0.0,Астрахань
1903-10-23,6.4,8.2,10.3,0.0,Астрахань
1903-10-24,3.2,5.3,7.8,0.0,Астрахань
1903-10-25,2.1,3.5,6.0,0.1,Астрахань
1903-10-26,2.1,5.4,7.0,0.0,Астрахань
1903-10-27,3.5,4.6,5.1,0.0,Астрахань
1903-10-28,1.5,2.4,5.0,0.0,Астрахань
1903-10-29,0.0,2.5,6.8,0.0,Астрахань
1903-10-30,0.5,3.8,9.5,0.0,Астрахань
1903-10-31,-1.0,3.0,6.0,0.0,Астрахань
1903-11-01,-0.7,2.7,8.0,0.0,Астрахань
1903-11-02,0.5,2.3,5.0,0.0,Астрахань
1903-11-03,1.0,8.2,12.0,0.1,Астрахань
1903-11-04,1.0,3.0,8.7,0.0,Астрахань
1903-11-05,-3.2,-0.3,3.8,0.0,Астрахань
1903-11-06,-1.5,5.8,10.5,0.1,Астрахань
1903-11-07,3.0,5.1,7.2,0.0,Астрахань
1903-11-08,-0.2,2.5,6.4,0.0,Астрахань
1903-11-09,-0.3,3.4,8.5,0.0,Астрахань
1903-11-10,1.0,4.4,6.5,0.0,Астрахань
1903-11-11,-1.5,1.5,4.0,0.0,Астрахань
1903-11-12,1.0,2.8,4.0,0.0,Астрахань
1903-11-13,-1.8,3.7,8.0,0.0,Астрахань
1903-11-14,1.5,4.5,7.6,0.0,Астрахань
1903-11-15,1.5,3.0,4.0,0.0,Астрахань
1903-11-16,-0.7,0.4,2.0,0.0,Астрахань
1903-11-17,-6.3,-4.2,-2.0,0.0,Астрахань
1903-11-18,-7.0,-4.6,-4.0,0.0,Астрахань
1903-11-19,-8.3,-6.8,-5.2,0.0,Астрахань
1903-11-20,-8.3,3.0,5.8,0.0,Астрахань
1903-11-21,-3.8,-1.8,4.2,0.0,Астрахань
1903-11-22,-5.0,3.7,6.8,0.0,Астрахань
1903-11-23,3.9,7.2,8.5,0.0,Астрахань
1903-11-24,4.7,6.7,8.8,0.0,Астрахань
1903-11-25,2.3,3.0,5.0,0.0,Астрахань
1903-11-26,-0.3,1.3,2.8,0.0,Астрахань
1903-11-27,0.5,2.1,3.6,0.0,Астрахань
1903-11-28,-1.5,2.4,5.2,0.0,Астрахань
1903-11-29,0.1,3.5,6.0,0.0,Астрахань
1903-11-30,-3.9,-1.4,3.0,0.0,Астрахань
1903-12-01,-3.9,-0.4,4.2,0.0,Астрахань
1903-12-02,-7.0,-3.8,-2.0,0.0,Астрахань
1903-12-03,-3.5,-1.4,-0.9,0.0,Астрахань
1903-12-04,-2.5,0.1,4.2,0.0,Астрахань
1903-12-05,-6.3,-2.5,2.2,0.0,Астрахань
1903-12-06,-7.0,-1.4,3.3,0.0,Астрахань
1903-12-07,-2.3,-0.2,1.0,0.0,Астрахань
1903-12-08,-2.2,-0.9,-0.2,0.0,Астрахань
1903-12-09,-3.5,-2.7,-1.8,0.0,Астрахань
1903-12-10,-9.3,-5.2,-0.9,0.0,Астрахань
1903-12-11,-11.2,-5.8,-0.5,0.0,Астрахань
1903-12-12,-9.5,-5.8,-3.0,0.0,Астрахань
